type;Parameter;Place;motu;service-id;product-id;longitude-min;longitude-max;latitude-min;latitude-max;resolution;level;first obs;last obs;source;variable;lien;mask;depth-min;depth-max;fileType;time;latName;longName;depthName;timeName;daily;unitFactor;time_units
model;eastward_Water_current;NWS;https://my.cmems-du.eu/motu-web/Motu;NWSHELF_MULTIYEAR_PHY_004_009-TDS;cmems_mod_nws_phy-uv_my_7km-3D_P1D-m;-19.8888855;12.99967194;40.06666565;65.00012207;11.1*6.7;4;01/01/1993;30/06/2020;marineCopernicus;uo;https://resources.marine.copernicus.eu/product-detail/NWSHELF_MULTIYEAR_PHY_004_009/INFORMATION;0;0;5000;NetCDF;;latitude;longitude;depth;time;daily;86400;hours_since_1950
model;northward_Water_current;NWS;https://my.cmems-du.eu/motu-web/Motu;NWSHELF_MULTIYEAR_PHY_004_009-TDS;cmems_mod_nws_phy-uv_my_7km-3D_P1D-m;-19.8888855;12.99967194;40.06666565;65.00012207;11.1*6.7;4;01/01/1993;30/06/2020;marineCopernicus;vo;https://resources.marine.copernicus.eu/product-detail/NWSHELF_MULTIYEAR_PHY_004_009/INFORMATION;0;0;5000;NetCDF;;latitude;longitude;depth;time;daily;86400;hours_since_1950
model;Salinity;NWS;https://my.cmems-du.eu/motu-web/Motu;NWSHELF_MULTIYEAR_PHY_004_009-TDS;cmems_mod_nws_phy-s_my_7km-3D_P1D-m;-19.8888855;12.99967194;40.06666565;65.00012207;11.1*6.7;4;01/01/1993;30/06/2020;marineCopernicus;so;https://resources.marine.copernicus.eu/product-detail/NWSHELF_MULTIYEAR_PHY_004_009/INFORMATION;0;0;5000;NetCDF;;latitude;longitude;depth;time;daily;;hours_since_1950
model;ocean_mixed_layer_thickness;NWS;https://my.cmems-du.eu/motu-web/Motu;NWSHELF_MULTIYEAR_PHY_004_009-TDS;cmems_mod_nws_phy-mld_my_7km-2D_P1D-m;-19.8888855;12.99967194;40.06666565;65.00012207;11.1*6.7;4;01/01/1993;30/06/2020;marineCopernicus;mlotst;https://resources.marine.copernicus.eu/product-detail/NWSHELF_MULTIYEAR_PHY_004_009/INFORMATION;0;;;NetCDF;;latitude;longitude;;time;daily;;hours_since_1950
model;eastward_Water_current;MED;https://my.cmems-du.eu/motu-web/Motu;MEDSEA_MULTIYEAR_PHY_006_004-TDS;med-cmcc-cur-rean-d;-6;36.2917;30.1875;45.9792;4.2*4.2;4;01/01/1987;01/05/2019;marineCopernicus;uo;https://resources.marine.copernicus.eu/product-detail/MEDSEA_MULTIYEAR_PHY_006_004/INFORMATION;0;1.0182;5754.0439;NetCDF;;latitude;longitude;depth;time;daily;86400;hours_since_1950
model;northward_Water_current;MED;https://my.cmems-du.eu/motu-web/Motu;MEDSEA_MULTIYEAR_PHY_006_004-TDS;med-cmcc-cur-rean-d;-6;36.2917;30.1875;45.9792;4.2*4.2;4;01/01/1987;02/05/2019;marineCopernicus;vo;https://resources.marine.copernicus.eu/product-detail/MEDSEA_MULTIYEAR_PHY_006_004/INFORMATION;0;1.0182;5754.0439;NetCDF;;latitude;longitude;depth;time;daily;86400;hours_since_1950
model;Temperature;MED;https://my.cmems-du.eu/motu-web/Motu;MEDSEA_MULTIYEAR_PHY_006_004-TDS;med-cmcc-tem-rean-d;-6;36.2917;30.1875;45.9792;4.2*4.2;4;01/01/1987;03/05/2019;marineCopernicus;thetao;https://resources.marine.copernicus.eu/product-detail/MEDSEA_MULTIYEAR_PHY_006_004/INFORMATION;0;1.0182;5754.0439;NetCDF;;latitude;longitude;depth;time;daily;;hours_since_1950
model;ocean_mixed_layer_thickness;MED;https://my.cmems-du.eu/motu-web/Motu;MEDSEA_MULTIYEAR_PHY_006_004-TDS;med-cmcc-mld-rean-d;-6;36.29166794;30.1875;45.97916794;4.2*4.2;4;01/01/1987;04/05/2019;marineCopernicus;mlotst;https://resources.marine.copernicus.eu/product-detail/MEDSEA_MULTIYEAR_PHY_006_004/INFORMATION;0;;;NetCDF;;latitude;longitude;;time;daily;;hours_since_1950
model;Temperature;IBI;https://nrt.cmems-du.eu/motu-web/Motu;IBI_ANALYSISFORECAST_PHY_005_001-TDS;cmems_mod_ibi_phy_anfc_0.027deg-3D_P1M-m;-19;5;26;56;2.8*2.8;4;16/12/2018;present;marineCopernicus;thetao;https://resources.marine.copernicus.eu/product-detail/IBI_ANALYSISFORECAST_PHY_005_001/INFORMATION;0;0.494;5727.917;NetCDF;;latitude;longitude;depth;time;monthly;;hours_since_1950
model;Salinity;IBI;https://nrt.cmems-du.eu/motu-web/Motu;IBI_ANALYSISFORECAST_PHY_005_001-TDS;cmems_mod_ibi_phy_anfc_0.027deg-3D_P1M-m;-19;5;26;56;2.8*2.8;4;17/12/2018;present;marineCopernicus;so;https://resources.marine.copernicus.eu/product-detail/IBI_ANALYSISFORECAST_PHY_005_001/INFORMATION;0;0.494;5727.917;NetCDF;;latitude;longitude;depth;time;monthly;;hours_since_1950
model;eastward_Water_current;IBI;https://nrt.cmems-du.eu/motu-web/Motu;IBI_ANALYSISFORECAST_PHY_005_001-TDS;cmems_mod_ibi_phy_anfc_0.027deg-3D_P1M-m;-19;5;26;56;2.8*2.8;4;18/12/2018;present;marineCopernicus;uo;https://resources.marine.copernicus.eu/product-detail/IBI_ANALYSISFORECAST_PHY_005_001/INFORMATION;0;0.494;5727.917;NetCDF;;latitude;longitude;depth;time;monthly;86400;hours_since_1950
model;northward_Water_current;IBI;https://nrt.cmems-du.eu/motu-web/Motu;IBI_ANALYSISFORECAST_PHY_005_001-TDS;cmems_mod_ibi_phy_anfc_0.027deg-3D_P1M-m;-19;5;26;56;2.8*2.8;4;19/12/2018;present;marineCopernicus;vo;https://resources.marine.copernicus.eu/product-detail/IBI_ANALYSISFORECAST_PHY_005_001/INFORMATION;0;0.494;5727.917;NetCDF;;latitude;longitude;depth;time;monthly;86400;hours_since_1950
model;ocean_mixed_layer_thickness;IBI;https://nrt.cmems-du.eu/motu-web/Motu;IBI_ANALYSISFORECAST_PHY_005_001-TDS;cmems_mod_ibi_phy_anfc_0.027deg-3D_P1M-m;-19;5;26;56;2.8*2.8;4;20/12/2018;present;marineCopernicus;mlotst;https://resources.marine.copernicus.eu/product-detail/IBI_ANALYSISFORECAST_PHY_005_001/INFORMATION;0;0.494;5727.917;NetCDF;;latitude;longitude;depth;time;monthly;;hours_since_1950
model;Temperature;IBI;https://nrt.cmems-du.eu/motu-web/Motu;IBI_ANALYSISFORECAST_PHY_005_001-TDS;cmems_mod_ibi_phy_anfc_0.027deg-3D_PT1H-m;-18.55554;4.75073;27.4722;55.612;2.8*2.8;4;03/03/2022;present;marineCopernicus;thetao;https://resources.marine.copernicus.eu/product-detail/IBI_ANALYSISFORECAST_PHY_005_001/INFORMATION;0;0.494;5274.7842;NetCDF;;latitude;longitude;depth;time;4;;hours_since_1950
model;Salinity;IBI;https://nrt.cmems-du.eu/motu-web/Motu;IBI_ANALYSISFORECAST_PHY_005_001-TDS;cmems_mod_ibi_phy_anfc_0.027deg-3D_PT1H-m;-18.55554;4.75073;27.4722;55.612;2.8*2.8;4;03/03/2022;present;marineCopernicus;so;https://resources.marine.copernicus.eu/product-detail/IBI_ANALYSISFORECAST_PHY_005_001/INFORMATION;0;0.494;5274.7842;NetCDF;;latitude;longitude;depth;time;4;;hours_since_1950
model;eastward_Water_current;IBI;https://nrt.cmems-du.eu/motu-web/Motu;IBI_ANALYSISFORECAST_PHY_005_001-TDS;cmems_mod_ibi_phy_anfc_0.027deg-3D_PT1H-m;-18.55554;4.75073;27.4722;55.612;2.8*2.8;4;03/03/2022;present;marineCopernicus;uo;https://resources.marine.copernicus.eu/product-detail/IBI_ANALYSISFORECAST_PHY_005_001/INFORMATION;0;0.494;5274.7842;NetCDF;;latitude;longitude;depth;time;4;86400;hours_since_1950
model;northward_Water_current;IBI;https://nrt.cmems-du.eu/motu-web/Motu;IBI_ANALYSISFORECAST_PHY_005_001-TDS;cmems_mod_ibi_phy_anfc_0.027deg-3D_PT1H-m;-18.55554;4.75073;27.4722;55.612;2.8*2.8;4;03/03/2022;present;marineCopernicus;vo;https://resources.marine.copernicus.eu/product-detail/IBI_ANALYSISFORECAST_PHY_005_001/INFORMATION;0;0.494;5274.7842;NetCDF;;latitude;longitude;depth;time;4;86400;hours_since_1950
model;Chlorophyll-a;IBI;https://nrt.cmems-du.eu/motu-web/Motu;IBI_ANALYSISFORECAST_BGC_005_004-TDS;cmems_mod_ibi_bgc_anfc_0.027deg-3D_P1M-m;-19;5;26;56;2.8*2.8;4;16/12/2018;present;marineCopernicus;chl;https://resources.marine.copernicus.eu/product-detail/IBI_ANALYSISFORECAST_BGC_005_004/INFORMATION;0;0.494;5727.917;NetCDF;;latitude;longitude;depth;time;monthly;;hours_since_1950
model;Ammonium;IBI;https://nrt.cmems-du.eu/motu-web/Motu;IBI_ANALYSISFORECAST_BGC_005_004-TDS;cmems_mod_ibi_bgc_anfc_0.027deg-3D_P1M-m;-19;5;26;56;2.8*2.8;4;16/12/2018;present;marineCopernicus;nh4;https://resources.marine.copernicus.eu/product-detail/IBI_ANALYSISFORECAST_BGC_005_004/INFORMATION;0;0.494;5727.917;NetCDF;;latitude;longitude;depth;time;monthly;14;hours_since_1950
model;Nitrate;IBI;https://nrt.cmems-du.eu/motu-web/Motu;IBI_ANALYSISFORECAST_BGC_005_004-TDS;cmems_mod_ibi_bgc_anfc_0.027deg-3D_P1M-m;-19;5;26;56;2.8*2.8;4;16/12/2018;present;marineCopernicus;no3;https://resources.marine.copernicus.eu/product-detail/IBI_ANALYSISFORECAST_BGC_005_004/INFORMATION;0;0.494;5727.917;NetCDF;;latitude;longitude;depth;time;monthly;14;hours_since_1950
model;Phosphate;IBI;https://nrt.cmems-du.eu/motu-web/Motu;IBI_ANALYSISFORECAST_BGC_005_004-TDS;cmems_mod_ibi_bgc_anfc_0.027deg-3D_P1M-m;-19;5;26;56;2.8*2.8;4;16/12/2018;present;marineCopernicus;po4;https://resources.marine.copernicus.eu/product-detail/IBI_ANALYSISFORECAST_BGC_005_004/INFORMATION;0;0.494;5727.917;NetCDF;;latitude;longitude;depth;time;monthly;;hours_since_1950
model;Dissolved_oxygen;IBI;https://nrt.cmems-du.eu/motu-web/Motu;IBI_ANALYSISFORECAST_BGC_005_004-TDS;cmems_mod_ibi_bgc_anfc_0.027deg-3D_P1M-m;-19;5;26;56;2.8*2.8;4;16/12/2018;present;marineCopernicus;o2;https://resources.marine.copernicus.eu/product-detail/IBI_ANALYSISFORECAST_BGC_005_004/INFORMATION;0;0.494;5727.917;NetCDF;;latitude;longitude;depth;time;monthly;;hours_since_1950
model;Temperature;MED;https://nrt.cmems-du.eu/motu-web/Motu;MEDSEA_ANALYSISFORECAST_PHY_006_013-TDS;med-cmcc-tem-an-fc-m;-17.2917;36.2917;30.1875;45.9792;4.2*4.2;4;01/05/2019;present;marineCopernicus;thetao;https://resources.marine.copernicus.eu/product-detail/MEDSEA_ANALYSISFORECAST_PHY_006_013/INFORMATION;0;1.0182;5754.0439;NetCDF;;lat;lon;depth;time;monthly;;minutes_since_1900
model;Nitrate;MED;https://nrt.cmems-du.eu/motu-web/Motu;MEDSEA_ANALYSISFORECAST_BGC_006_014-TDS;med-ogs-nut-an-fc-m;-5.5417;36.2917;30.1875;45.9792;4.2*4.2;4;01/11/2019;present;marineCopernicus;no3;https://resources.marine.copernicus.eu/product-detail/MEDSEA_ANALYSISFORECAST_BGC_006_014/INFORMATION;0;1.0182;4152.896;NetCDF;;latitude;longitude;depth;time;monthly;14;seconds_since_1970
model;Ammonium;MED;https://nrt.cmems-du.eu/motu-web/Motu;MEDSEA_ANALYSISFORECAST_BGC_006_014-TDS;med-ogs-nut-an-fc-m;-5.5417;36.2917;30.1875;45.9792;4.2*4.2;4;01/11/2019;present;marineCopernicus;nh4;https://resources.marine.copernicus.eu/product-detail/MEDSEA_ANALYSISFORECAST_BGC_006_014/INFORMATION;0;1.0182;4152.896;NetCDF;;latitude;longitude;depth;time;monthly;14;seconds_since_1970
model;Phosphate;MED;https://nrt.cmems-du.eu/motu-web/Motu;MEDSEA_ANALYSISFORECAST_BGC_006_014-TDS;med-ogs-nut-an-fc-m;-5.5417;36.2917;30.1875;45.9792;4.2*4.2;4;01/11/2019;present;marineCopernicus;po4;https://resources.marine.copernicus.eu/product-detail/MEDSEA_ANALYSISFORECAST_BGC_006_014/INFORMATION;0;1.0182;4152.896;NetCDF;;latitude;longitude;depth;time;monthly;;seconds_since_1970
model;eastward_Water_current;MED;https://nrt.cmems-du.eu/motu-web/Motu;MEDSEA_ANALYSISFORECAST_PHY_006_013-TDS;med-cmcc-cur-an-fc-m;-17.2917;36.2917;30.1875;45.9792;4.2*4.2;4;01/05/2019;present;marineCopernicus;uo;https://resources.marine.copernicus.eu/product-detail/MEDSEA_ANALYSISFORECAST_PHY_006_013/INFORMATION;0;1.0182;5754.0439;NetCDF;;lat;lon;depth;time;monthly;86400;minutes_since_1900
model;northward_Water_current;MED;https://nrt.cmems-du.eu/motu-web/Motu;MEDSEA_ANALYSISFORECAST_PHY_006_013-TDS;med-cmcc-cur-an-fc-m;-17.2917;36.2917;30.1875;45.9792;4.2*4.2;4;01/05/2019;present;marineCopernicus;vo;https://resources.marine.copernicus.eu/product-detail/MEDSEA_ANALYSISFORECAST_PHY_006_013/INFORMATION;0;1.0182;5754.0439;NetCDF;;lat;lon;depth;time;monthly;86400;minutes_since_1900
model;Temperature;Baltic;https://nrt.cmems-du.eu/motu-web/Motu;BALTICSEA_ANALYSISFORECAST_PHY_003_006-TDS;dataset-bal-analysis-forecast-phy-monthlymeans;9.0416;30.2087;53.0083;65.891;2*2;4;01/12/2018;present;marineCopernicus;thetao;https://resources.marine.copernicus.eu/product-detail/BALTICSEA_ANALYSISFORECAST_PHY_003_006/INFORMATION;0;1;688;NetCDF;;lat;lon;depth;time;monthly;;days_since_1900
model;Nitrate;Baltic;https://nrt.cmems-du.eu/motu-web/Motu;BALTICSEA_ANALYSISFORECAST_BGC_003_007-TDS;dataset-bal-analysis-forecast-bio-monthlymeans;9.0416;30.2087;53.0083;65.891;2*2;4;01/12/2018;present;marineCopernicus;no3;https://resources.marine.copernicus.eu/product-detail/BALTICSEA_ANALYSISFORECAST_BGC_003_007/INFORMATION;0;1;688;NetCDF;;lat;lon;depth;time;monthly;14;days_since_1900
model;Ammonium;Baltic;https://nrt.cmems-du.eu/motu-web/Motu;BALTICSEA_ANALYSISFORECAST_BGC_003_007-TDS;dataset-bal-analysis-forecast-bio-monthlymeans;9.0416;30.2087;53.0083;65.892;2*2;4;02/12/2018;present;marineCopernicus;nh4;https://resources.marine.copernicus.eu/product-detail/BALTICSEA_ANALYSISFORECAST_BGC_003_007/INFORMATION;0;1;688;NetCDF;;lat;lon;depth;time;monthly;14;days_since_1900
model;Phosphate;Baltic;https://nrt.cmems-du.eu/motu-web/Motu;BALTICSEA_ANALYSISFORECAST_BGC_003_007-TDS;dataset-bal-analysis-forecast-bio-monthlymeans;9.0416;30.2087;53.0083;65.893;2*2;4;03/12/2018;present;marineCopernicus;po4;https://resources.marine.copernicus.eu/product-detail/BALTICSEA_ANALYSISFORECAST_BGC_003_007/INFORMATION;0;1;688;NetCDF;;lat;lon;depth;time;monthly;;days_since_1900
model;eastward_Water_current;Baltic;https://nrt.cmems-du.eu/motu-web/Motu;BALTICSEA_ANALYSISFORECAST_PHY_003_006-TDS;dataset-bal-analysis-forecast-phy-monthlymeans;9.0416;30.2087;53.0083;65.891;2*2;4;01/12/2018;present;marineCopernicus;uo;https://resources.marine.copernicus.eu/product-detail/BALTICSEA_ANALYSISFORECAST_PHY_003_006/INFORMATION;0;1;688;NetCDF;;lat;lon;depth;time;monthly;86400;days_since_1900
model;northward_Water_current;Baltic;https://nrt.cmems-du.eu/motu-web/Motu;BALTICSEA_ANALYSISFORECAST_PHY_003_006-TDS;dataset-bal-analysis-forecast-phy-monthlymeans;9.0416;30.2087;53.0083;65.891;2*2;4;01/12/2018;present;marineCopernicus;vo;https://resources.marine.copernicus.eu/product-detail/BALTICSEA_ANALYSISFORECAST_PHY_003_006/INFORMATION;0;1;688;NetCDF;;lat;lon;depth;time;monthly;86400;days_since_1900
model;Temperature;BS;https://nrt.cmems-du.eu/motu-web/Motu;BLKSEA_ANALYSISFORECAST_PHY_007_001-TDS;bs-cmcc-tem-an-fc-m;27.25;42;40.5;47;2.5*2.5;4;01/01/2019;present;marineCopernicus;thetao;https://resources.marine.copernicus.eu/product-detail/BLKSEA_ANALYSISFORECAST_PHY_007_001/INFORMATION;0;0.5002;2258.949;NetCDF;;lat;lon;depth;time;monthly;;seconds_since_1970
model;eastward_Water_current;BS;https://nrt.cmems-du.eu/motu-web/Motu;BLKSEA_ANALYSISFORECAST_PHY_007_001-TDS;bs-cmcc-cur-an-fc-m;27.25;42;40.5;47;2.5*2.5;4;01/01/2019;present;marineCopernicus;uo;https://resources.marine.copernicus.eu/product-detail/BLKSEA_ANALYSISFORECAST_PHY_007_001/INFORMATION;0;0.5002;2258.949;NetCDF;;lat;lon;depth;time;monthly;86400;seconds_since_1970
model;northward_Water_current;BS;https://nrt.cmems-du.eu/motu-web/Motu;BLKSEA_ANALYSISFORECAST_PHY_007_001-TDS;bs-cmcc-cur-an-fc-m;27.25;42;40.5;47;2.5*2.5;4;01/01/2019;present;marineCopernicus;vo;https://resources.marine.copernicus.eu/product-detail/BLKSEA_ANALYSISFORECAST_PHY_007_001/INFORMATION;0;0.5002;2258.949;NetCDF;;lat;lon;depth;time;monthly;86400;seconds_since_1970
model;Nitrate;BS;https://nrt.cmems-du.eu/motu-web/Motu;BLKSEA_ANALYSIS_FORECAST_BIO_007_010-TDS;bs-ulg-nut-an-fc-m;27.37;41.9626;40.86;46.8044;3.7*2.8;4;25/11/2019;present;marineCopernicus;no3;https://resources.marine.copernicus.eu/product-detail/BLKSEA_ANALYSIS_FORECAST_BIO_007_010/INFORMATION;0;2.5011;2140.0208;NetCDF;;latitude;longitude;depth;time;monthly;14;seconds_since_1900
model;Phosphate;BS;https://nrt.cmems-du.eu/motu-web/Motu;BLKSEA_ANALYSIS_FORECAST_BIO_007_010-TDS;bs-ulg-nut-an-fc-m;27.37;41.9626;40.86;46.8044;3.7*2.8;4;25/11/2019;present;marineCopernicus;po4;https://resources.marine.copernicus.eu/product-detail/BLKSEA_ANALYSIS_FORECAST_BIO_007_010/INFORMATION;0;2.5011;2140.0208;NetCDF;;latitude;longitude;depth;time;monthly;;seconds_since_1900
model;Ammonium;BS;https://nrt.cmems-du.eu/motu-web/Motu;BLKSEA_ANALYSIS_FORECAST_BIO_007_010-TDS;bs-ulg-nut-an-fc-m;27.37;41.9626;40.86;46.8044;3.7*2.8;4;25/11/2019;present;marineCopernicus;nh4;https://resources.marine.copernicus.eu/product-detail/BLKSEA_ANALYSIS_FORECAST_BIO_007_010/INFORMATION;0;2.5011;2140.0208;NetCDF;;latitude;longitude;depth;time;monthly;1.4;seconds_since_1900
model;eastward_Water_current;IBI;https://nrt.cmems-du.eu/motu-web/Motu;IBI_ANALYSISFORECAST_PHY_005_001-TDS;cmems_mod_ibi_phy_anfc_0.027deg-2D_PT1H-m ;-19;5;26;56;2.8*2.8;4;25/04/2020;present;marineCopernicus;uo;https://resources.marine.copernicus.eu/product-detail/IBI_ANALYSISFORECAST_PHY_005_001/INFORMATION;0;;;NetCDF;;latitude;longitude;;time;hourly;86400;hours_since_1950
model;northward_Water_current;IBI;https://nrt.cmems-du.eu/motu-web/Motu;IBI_ANALYSISFORECAST_PHY_005_001-TDS;cmems_mod_ibi_phy_anfc_0.027deg-2D_PT1H-m ;-19;5;26;56;2.8*2.8;4;25/04/2020;present;marineCopernicus;vo;https://resources.marine.copernicus.eu/product-detail/IBI_ANALYSISFORECAST_PHY_005_001/INFORMATION;0;;;NetCDF;;latitude;longitude;;time;hourly;86400;hours_since_1950
model;disolved_inorganic_carbon;IBI;https://nrt.cmems-du.eu/motu-web/Motu;IBI_ANALYSISFORECAST_BGC_005_004-TDS;cmems_mod_ibi_bgc_anfc_0.027deg-3D_P1D-m;-19;5;26;56;2.8*2.8;4;02/05/2020;present;marineCopernicus;dissic;https://resources.marine.copernicus.eu/product-detail/IBI_ANALYSISFORECAST_BGC_005_004/INFORMATION;0;0.494;5727.917;NetCDF;;latitude;longitude;depth;time;daily;;hours_since_1950
model;pCO2;IBI;https://nrt.cmems-du.eu/motu-web/Motu;IBI_ANALYSISFORECAST_BGC_005_004-TDS;cmems_mod_ibi_bgc_anfc_0.027deg-3D_P1D-m;-19;5;26;56;2.8*2.8;4;02/05/2020;present;marineCopernicus;spco2;https://resources.marine.copernicus.eu/product-detail/IBI_ANALYSISFORECAST_BGC_005_004/INFORMATION;0;0.494;5727.917;NetCDF;;latitude;longitude;depth;time;daily;;hours_since_1950
model;pCO2;NWS;https://nrt.cmems-du.eu/motu-web/Motu;NWSHELF_ANALYSISFORECAST_BGC_004_002-TDS;cmems_mod_nws_bgc-spco2_anfc_7km-2D_P1D-m;-19.8889;12.9997;40.0667;65.0013;11.1*6.7;4;01/05/2019;present;marineCopernicus;spco2;https://resources.marine.copernicus.eu/product-detail/NWSHELF_ANALYSISFORECAST_BGC_004_002/INFORMATION;0;;;NetCDF;;latitude;longitude;;time;daily;;hours_since_1950
model;pCO2;Baltic;https://nrt.cmems-du.eu/motu-web/Motu;BALTICSEA_ANALYSISFORECAST_BGC_003_007-TDS;dataset-bal-analysis-forecast-bio-dailymeans;9.0416;30.2087;53.0083;65.891;2*2;4;01/12/2018;present;marineCopernicus;spco2;https://resources.marine.copernicus.eu/product-detail/BALTICSEA_ANALYSISFORECAST_BGC_003_007/INFORMATION;0;1;688;NetCDF;;latitude;longitude;depth;time;daily;;hours_since_1950
model;disolved_inorganic_carbon;MED;https://nrt.cmems-du.eu/motu-web/Motu;MEDSEA_ANALYSISFORECAST_BGC_006_014-DGF;med-ogs-car-an-fc-d;-5.5417;36.2916;30.1875;45.9791;4.2*4.2;4;01/05/2020;present;marineCopernicus;dissic;https://resources.marine.copernicus.eu/product-detail/MEDSEA_ANALYSISFORECAST_BGC_006_014/INFORMATION;0;1.0182;5754.0439;NetCDF;;latitude;longitude;depth;time;daily;;hours_since_1950
model;pCO2;MED;https://nrt.cmems-du.eu/motu-web/Motu;MEDSEA_ANALYSISFORECAST_BGC_006_014-TDS;med-ogs-co2-an-fc-d;-5.5417;36.2916;30.1875;45.9791;4.2*4.2;4;01/05/2020;present;marineCopernicus;spco2;https://resources.marine.copernicus.eu/product-detail/MEDSEA_ANALYSISFORECAST_BGC_006_014/INFORMATION;0;;;NetCDF;;latitude;longitude;;time;daily;;hours_since_1950
model;disolved_inorganic_carbon;BS;https://nrt.cmems-du.eu/motu-web/Motu;BLKSEA_ANALYSIS_FORECAST_BIO_007_010-TDS;bs-ulg-car-an-fc-d;27.37;41.9625;40.86;46.8044;3.7*2.8;4;01/05/2020;present;marineCopernicus;dissic;https://resources.marine.copernicus.eu/product-detail/BLKSEA_ANALYSIS_FORECAST_BIO_007_010/INFORMATION;0;2.5011;2140.0208;NetCDF;;latitude;longitude;depth;time;daily;;hours_since_1950
model;pCO2;BS;https://nrt.cmems-du.eu/motu-web/Motu;BLKSEA_ANALYSIS_FORECAST_BIO_007_010-TDS;bs-ulg-co2-an-fc-d;27.37;41.9625;40.86;46.8044;3.7*2.8;4;10/05/2020;present;marineCopernicus;spco2;https://resources.marine.copernicus.eu/product-detail/BLKSEA_ANALYSIS_FORECAST_BIO_007_010/INFORMATION;0;;;NetCDF;;latitude;longitude;;time;daily;;hours_since_1950
;bathymetry;IBI;;1.0.0;;-19;5;26;56;;;;;WCS;emodnet:mean;http://ows.emodnet-bathymetry.eu/wcs?;;;;GeoTIFF;;;;;;permanent;;
reanalysis;windu;IBI;;reanalysis-era5-single-levels;10m_u_component_of_wind;-19;5;26;56;;;;;cdsapi;;;;;;grib;12:00;;;;;daily;;
reanalysis;windv;IBI;;reanalysis-era5-single-levels;10m_v_component_of_wind;-19;5;26;56;;;;;cdsapi;;;;;;grib;12:00;;;;;daily;;
;seabed;IBI;;1.0.0;;-19;5;26;56;;;;;WFS;;https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs;;;;;;;;;;permanent;;
;par;IBI;ftp_hermes;hermes%;799264971;-19;5;26;56;;;;;ftp;PAR_mean;ftp.hermes.acri.fr;;;;NetCDF;;lat;lon;;;monthly;11.574;
;bathymetry;NWS;;1.0.0;;-19.8889;12.9997;40.0667;65.0013;;;;;WCS;emodnet:mean;http://ows.emodnet-bathymetry.eu/wcs?;;;;GeoTIFF;;;;;;permanent;;
reanalysis;windu;NWS;;reanalysis-era5-single-levels;10m_u_component_of_wind;-19.8889;12.9997;40.0667;65.0013;;;;;cdsapi;;;;;;grib;12:00;;;;;daily;;
reanalysis;windv;NWS;;reanalysis-era5-single-levels;10m_v_component_of_wind;-19.8889;12.9997;40.0667;65.0013;;;;;cdsapi;;;;;;grib;12:00;;;;;daily;;
;seabed;NWS;;1.0.0;;-19.8889;12.9997;40.0667;65.0013;;;;;WFS;;https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs;;;;;;;;;;permanent;;
;par;NWS;ftp_hermes;hermes%;799264971;-19.8889;12.9997;40.0667;65.0013;;;;;ftp;PAR_mean;ftp.hermes.acri.fr;;;;NetCDF;;lat;lon;;;monthly;11.574;
;bathymetry;Baltic;;1.0.0;;9.0416;30.2087;53.0083;65.891;;;;;WCS;emodnet:mean;http://ows.emodnet-bathymetry.eu/wcs?;;;;GeoTIFF;;;;;;permanent;;
reanalysis;windu;Baltic;;reanalysis-era5-single-levels;10m_u_component_of_wind;9.0416;30.2087;53.0083;65.891;;;;;cdsapi;;;;;;grib;12:00;;;;;daily;;
reanalysis;windv;Baltic;;reanalysis-era5-single-levels;10m_v_component_of_wind;9.0416;30.2087;53.0083;65.891;;;;;cdsapi;;;;;;grib;12:00;;;;;daily;;
;seabed;Baltic;;1.0.0;;9.0416;30.2087;53.0083;65.891;;;;;WFS;;https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs;;;;;;;;;;permanent;;
;par;Baltic;ftp_hermes;hermes%;799264971;9.0416;30.2087;53.0083;65.891;;;;;ftp;PAR_mean;ftp.hermes.acri.fr;;;;NetCDF;;lat;lon;;;monthly;11.574;
;bathymetry;MED;;1.0.0;;-17.2917;36.2917;30.1875;45.9792;;;;;WCS;emodnet:mean;http://ows.emodnet-bathymetry.eu/wcs?;;;;GeoTIFF;;;;;;permanent;;
reanalysis;windu;MED;;reanalysis-era5-single-levels;10m_u_component_of_wind;-17.2917;36.2917;30.1875;45.9792;;;;;cdsapi;;;;;;grib;12:00;;;;;daily;;
reanalysis;windv;MED;;reanalysis-era5-single-levels;10m_v_component_of_wind;-17.2917;36.2917;30.1875;45.9792;;;;;cdsapi;;;;;;grib;12:00;;;;;daily;;
;seabed;MED;;1.0.0;;-17.2917;36.2917;30.1875;45.9792;;;;;WFS;;https://ows.emodnet-seabedhabitats.eu/geoserver/emodnet_open/wfs;;;;;;;;;;permanent;;
;par;MED;ftp_hermes;hermes%;799264971;-17.2917;36.2917;30.1875;45.9792;;;;;ftp;PAR_mean;ftp.hermes.acri.fr;;;;NetCDF;;lat;lon;;;monthly;11.574;
;bathymetry;BS;;1.0.0;;27.37;41.9626;40.86;46.8044;;;;;WCS;emodnet:mean;http://ows.emodnet-bathymetry.eu/wcs?;;;;GeoTIFF;;;;;;permanent;;
reanalysis;windu;BS;;reanalysis-era5-single-levels;10m_u_component_of_wind;27.37;41.9626;40.86;46.8044;;;;;cdsapi;;;;;;grib;12:00;;;;;daily;;
