date;ocean_mixed_layer_thickness;Ammonium;Nitrate;Temperature;northward_Water_current;eastward_Water_current;par
2020-02-26 12:00:00;26.199951;0.5;9.855863845741863;8.475370290504202;0.0023681178427896643;-0.022263237173179268;23.630438
2020-02-27 12:00:00;12.400024;0.4358778326565998;10.16176568404432;8.396132545721928;0.01250256764165431;-0.07709538110607637;12.527496
2020-02-28 12:00:00;14.599976;0.5;11.102128277447438;8.418797532703321;-0.021889492626967624;-0.018450035100661198;1.9433075
2020-02-29 12:00:00;30.799927;0.5;11.158902935795702;8.379632560633416;-0.03185590657880545;0.03460783047027104;19.100348
2020-03-01 12:00:00;38.69995;0.5;9.744306969345573;8.436500222920154;-0.00403301559934352;-0.008073418111153332;8.846952
2020-03-02 12:00:00;21.0;0.5;10.699981689453125;8.247242500059917;-0.03257178478166606;-0.025208641006483328;20.648867
2020-03-03 12:00:00;13.199951;0.5;12.80080388879645;8.06239974131221;-0.023597377104126075;-0.05963535055878606;20.206654
2020-03-04 12:00:00;11.400024;0.5;12.219442062677306;8.176564817324456;-0.009302875371428517;-0.09250306682589111;25.75136
2020-03-05 12:00:00;10.799927;0.553328330912909;14.039667235005398;8.103886689240122;-0.03635675205137109;-0.06928523715553538;20.605463
2020-03-06 12:00:00;16.099976;0.5772428065798997;13.82277364867717;8.06570486188934;-0.028967455819190777;-0.005364937507586951;5.666104
2020-03-07 12:00:00;21.900024;0.5;11.745157201775172;8.248014196519554;-0.004652761339518523;0.01849332059063917;23.119257
2020-03-08 12:00:00;27.099976;0.5;11.100006103515625;8.30152349805523;-0.01482364907730882;-0.020171851532551997;4.2749853
2020-03-09 12:00:00;26.900024;0.5;10.899993896484375;8.290418112627194;-0.009356607467920611;0.0022590892748558314;11.956069
2020-03-10 12:00:00;24.699951;0.5;10.869436762644295;8.333926592546778;0.000428024638769711;-0.00874448708187459;27.040152
2020-03-11 12:00:00;25.599976;0.5;10.899993896484375;8.308116481393073;-0.014584092114323462;0.012696817602535632;10.15708
2020-03-12 12:00:00;39.900024;0.5;10.399993896484375;8.288144571827013;-0.014364611894072087;0.014863982224935469;15.860656
2020-03-13 12:00:00;25.900024;0.5;10.29998779296875;8.261311401213867;0.009369587393610093;-0.023556206117074728;6.2325687
2020-03-14 12:00:00;17.699951;0.5;10.682690123893577;8.253473074942352;-0.018450578837149977;-0.022622188755470545;20.404135
2020-03-15 12:00:00;12.900024;0.6000000238418579;12.024248352032373;8.194409271970343;-0.02575721168377207;-0.06951137817557484;6.4266214
2020-03-16 12:00:00;12.0;0.6000000238418579;13.209083536482353;8.152502061415703;-0.029388449537178597;-0.006162827819202132;10.1902275
2020-03-17 12:00:00;13.799927;0.6000000238418579;13.574423837543163;8.189948447628423;-0.018013224439409177;0.0009297631320566062;10.012136
2020-03-18 12:00:00;11.699951;0.6000000238418579;13.67112620891133;8.20303929101337;0.006265312437669715;-0.044489524948623925;15.605014
2020-03-19 12:00:00;10.599976;0.6000000238418579;15.015706795623382;8.139937090285791;-0.011770737599968417;-0.06740404183078436;13.132692
2020-03-20 12:00:00;12.900024;0.6000000238418579;15.514523061168802;8.097571490252527;-0.011667308753560705;-0.06537375257701517;7.3377953
2020-03-21 12:00:00;14.299927;0.6869659595477416;15.490419637580448;8.096662190350706;0.0023765085322721468;-0.049357219653240816;29.4082
2020-03-22 12:00:00;11.400024;0.699999988079071;16.4158520699762;8.134260974653928;0.040259717915594816;-0.03847663778865055;14.626078
2020-03-23 12:00:00;14.0;0.6000000238418579;13.500215199800024;8.213983261918044;0.04757030478406222;0.006092973393721286;6.3241577
2020-03-24 12:00:00;18.699951;0.5;11.075026484365193;8.263898925854843;0.02106591798771826;0.02050487212551876;16.313435
2020-03-25 12:00:00;15.900024;0.5;10.799666830677662;8.331732575191692;0.010614880466203666;-0.0024305029805870367;36.73789
2020-03-26 12:00:00;12.199951;0.5;10.994989557771346;8.473122986966647;0.016561843098948734;-0.018039009193578568;37.483883
2020-03-27 12:00:00;10.400024;0.5;12.173744392455891;8.570758573336267;0.015541459590880507;-0.028910389089492117;33.17694
2020-03-28 12:00:00;10.400024;0.5;13.640626835438551;8.578472346489168;0.015899402233974933;-0.059284734812869604;38.227936
2020-03-29 12:00:00;10.900024;0.5;14.925536581230277;8.460765782759756;0.0011526129632154622;-0.07708813656035395;21.220047
2020-03-30 12:00:00;10.400024;0.5;16.28324839594074;8.439135251637142;0.005114619542087285;-0.04521250859149161;25.860344
2020-03-31 12:00:00;10.5;0.5;16.493673915497112;8.493539286913633;0.0019090811490638181;-0.025038141318505718;24.65547
2020-04-01 12:00:00;10.299927;0.4709526160075481;15.943082212203915;8.528074433805456;-0.0055725858395048134;0.0009481496733665096;34.212578
2020-04-02 12:00:00;10.400024;0.4158532910412571;14.263148081731668;8.596034774797918;-0.019623897125141745;0.0249747429379606;28.44365
2020-04-03 12:00:00;10.400024;0.43091278832050633;11.833458999072166;8.652281399378959;0.0016105113847776275;0.03278643002552557;22.148872
2020-04-04 12:00:00;13.400024;0.42172403934958347;10.534584593682833;8.680660481545493;0.05268760339268858;0.031219101686692542;7.2192054
2020-04-05 12:00:00;28.599976;0.5;9.29998779296875;8.595417525851289;0.019735024999363974;0.008442123749188775;42.490135
2020-04-06 12:00:00;19.400024;0.6000000238418579;9.254051923873476;8.604311375829667;-0.0011134879977302004;-0.005693535987897386;42.36856
2020-04-07 12:00:00;12.599976;0.6000000238418579;9.116755832812487;8.741671805978477;0.01392695469401356;0.004985978508274706;43.441
2020-04-08 12:00:00;12.299927;0.5;9.041397611988707;8.878220601618416;0.019552633433163585;-0.02432753553273021;21.078764
2020-04-09 12:00:00;11.599976;0.5;9.0;9.010106713071593;0.022461155147870324;-0.013229072324185801;15.7690735
2020-04-10 12:00:00;11.799927;0.43910905560201097;9.142925223518432;9.065718044551566;0.01820169841811051;-0.016161673430632927;44.85091
2020-04-11 12:00:00;11.199951;0.5;9.677942733046049;9.233520946250604;0.003994862460512101;-0.015171084757780945;9.185168
2020-04-12 12:00:00;10.799927;0.41896909539539706;9.94683363017377;9.318733893733782;-0.0020057421292090506;-0.030633635297836297;45.670677
2020-04-13 12:00:00;15.099976;0.6000000238418579;10.16411056021255;9.039691891488532;0.009701381735819962;-0.009611833299946143;46.257263
2020-04-14 12:00:00;18.400024;0.6000000238418579;9.721640631202572;9.11812451947077;0.0055770184408294055;0.012800285247832154;46.627964
2020-04-15 12:00:00;17.5;0.6000000238418579;8.73289466505702;9.209902899832853;0.00861706197661036;0.01282153810440272;15.722099
2020-04-16 12:00:00;14.599976;0.5507870057259636;8.443193119818417;9.333845030545453;0.01101069946204095;-0.0017111477596487715;14.904613
2020-04-17 12:00:00;15.900024;0.5079334442451864;8.310524298402074;9.40862450845521;0.009819873683640658;-0.00595923587749834;8.841616
2020-04-18 12:00:00;12.599976;0.5;7.518339155097465;9.528009583542406;0.017877187409620268;-0.0027393875449036494;13.722982
2020-04-19 12:00:00;13.199951;0.6000000238418579;7.100006103515625;9.658049208914822;0.038178764850599546;-0.0044459239775337936;33.500957
2020-04-20 12:00:00;15.900024;0.6000000238418579;7.620045551463284;9.790867768682617;0.002207865774662383;0.009425810128254605;16.965078
2020-04-21 12:00:00;12.0;0.5270726838743018;7.699981689453125;9.919036427298295;0.005153202066518171;0.003436185373868159;48.703396
2020-04-22 12:00:00;10.799927;0.5334709699303859;7.4506136220150925;10.008153092278876;0.010337130836692385;-0.0034343891671236343;29.822676
2020-04-23 12:00:00;10.400024;0.5467660719289147;7.092822416626907;10.106830072464149;0.012693281142940242;-0.01295089296348914;50.658375
2020-04-24 12:00:00;10.400024;0.5369805185533824;6.708458509614396;10.246547856056866;0.01085185718016964;-0.018251160912423094;32.092407
2020-04-25 12:00:00;10.400024;0.4730758964693256;6.2915760194520605;10.400078156000182;0.012611188154077699;-0.017530043548293607;22.831043
2020-04-26 12:00:00;10.400024;0.44462110200728033;5.928723591100113;10.576336236889942;0.005991513500133458;-0.02326191683587718;17.494617
2020-04-27 12:00:00;10.400024;0.43091278832050633;6.038106118834167;10.54709619497794;0.00795305581436776;-0.030162024488859327;42.059708
2020-04-28 12:00:00;10.400024;0.5359832668560056;7.2256954210447875;10.605053813634418;0.004904640365822471;-0.017529134780596718;12.205284
2020-04-29 12:00:00;10.400024;0.6000000238418579;8.767741490853428;10.728481243777054;-0.011812899944381876;0.026317173819099805;41.533485
2020-04-30 12:00:00;10.400024;0.6467660867946122;8.115715143354125;10.483808697422074;0.016538639864200778;-0.01776676874804074;46.88289
2020-05-01 12:00:00;10.400024;0.6317065940034432;6.768323882763724;10.35985943635437;-0.0023784914800534904;-0.053861833733634144;42.06708
2020-05-02 12:00:00;10.599976;0.617440593355701;5.84767429820767;10.234515049875707;0.030347892569300875;-0.022529865729121325;19.444057
2020-05-03 12:00:00;12.699951;0.5;5.886522424581926;10.179826194510078;0.001828017126567819;-0.018215337687434364;33.297333
2020-05-04 12:00:00;13.299927;0.6000000238418579;7.174124622896215;10.310724808271289;0.005891777484192621;-0.02049487798197856;13.775069
2020-05-05 12:00:00;17.699951;0.7827042196332117;7.44789572847007;10.183600792027969;0.0020890884900040363;-0.027969322313174182;9.20899
2020-05-06 12:00:00;15.299927;0.9000000357627869;8.785113638047818;10.127157475489634;0.008183159809266136;-0.026578690269451262;50.833076
2020-05-07 12:00:00;12.400024;0.9579441527617698;8.901944345512408;10.20848224695272;0.012750847266550645;-0.004043248205782065;55.54924
2020-05-08 12:00:00;10.799927;0.9000000357627869;9.410094829563144;10.515252542836109;0.010049540735581987;0.005883894339063803;55.48468
2020-05-09 12:00:00;10.5;0.800000011920929;8.822019212524713;10.764540882273606;0.003863232465675335;-0.003018581661986041;49.143646
2020-05-10 12:00:00;10.400024;0.699999988079071;9.239608967055805;11.017313803625475;0.006456335155440677;-0.03357220384002727;56.889233
2020-05-11 12:00:00;12.299927;0.7468248241003211;9.115635037817752;10.508957544198024;-0.007885026184565118;-0.029138078667420065;57.166527
2020-05-12 12:00:00;11.400024;0.699999988079071;10.567146735910756;10.619023805278335;-0.006912338245508483;0.004652359904126324;39.55503
2020-05-13 12:00:00;10.400024;0.5755088795490855;10.495652929433188;10.78900214835829;0.012645632582738231;0.004770864372487972;57.835907
2020-05-14 12:00:00;10.400024;0.46908721763995814;8.601194444820722;10.763508855095374;0.016590538546803334;0.002608129651032102;57.956257
2020-05-15 12:00:00;10.400024;0.4023146397330776;6.515518671345269;10.78016346230183;0.015545705794177977;-0.006894547509557952;34.105488
2020-05-16 12:00:00;10.400024;0.335983268053088;4.844217590485788;10.929157896937776;0.008249218633521961;-0.008958185984520244;41.37057
2020-05-17 12:00:00;10.400024;0.3555485676858793;5.511232432741992;11.112253427658796;0.01342812368896995;0.012450294941578849;32.70994
2020-05-18 12:00:00;10.400024;0.38414672087967183;4.856536688543199;11.152995977072335;0.015993551349456174;-0.02304678897352112;51.61068
2020-05-19 12:00:00;10.400024;0.3427774052570434;3.2449374262628723;11.26495347082489;-0.0014031752741676185;-0.07275571620923431;34.571175
2020-05-20 12:00:00;10.5;0.4000000059604645;4.215407829937806;11.609002800048986;-0.014664734374449588;-0.0576384132633836;14.733723
2020-05-21 12:00:00;12.900024;0.5250587336859054;5.519497241297813;11.549599114329006;0.010287154023546952;-0.0074523786053223955;56.404934
2020-05-22 12:00:00;21.799927;0.800000011920929;4.5;11.11753375810817;-0.0032168162133157673;0.0278035174425063;39.73821
2020-05-23 12:00:00;17.799927;0.800000011920929;4.376233240344122;11.013879932159101;-0.023450356505397604;-0.037710464554392184;60.36337
2020-05-24 12:00:00;10.5;0.8548516379282359;5.5749861434388635;11.027282532426025;-0.01813427075644585;-0.08473500010442028;15.223979
2020-05-25 12:00:00;10.400024;0.8841467459573468;5.83771136208162;11.12346344439192;-0.014108706460581866;-0.07551469190653702;60.434013
2020-05-26 12:00:00;10.299927;0.9722661013022937;6.789698472338696;11.074906905270092;-0.008526896113479704;-0.10125430028687057;60.874493
2020-05-27 12:00:00;10.299927;1.1351570819951249;8.085594380046137;11.089104334521478;-0.00583084544181307;-0.09234899921265152;60.83681
2020-05-28 12:00:00;11.299927;0.8509686669998058;6.067846947412278;11.198220855085886;0.021368101751644743;-0.06634127706712914;51.340286
2020-05-29 12:00:00;17.299927;0.3846165801469299;3.850319694440651;11.323169279859716;0.02158431277940581;-0.013162430398136735;61.463955
2020-05-30 12:00:00;14.699951;0.3391798607309307;3.0678123534663935;11.516877760485158;0.02171428842808105;-0.0014050757768017596;61.860973
2020-05-31 12:00:00;11.599976;0.20000000298023224;2.9770399525557423;11.884108960521438;0.010720335561093579;0.005119810935817521;60.0046
2020-06-01 12:00:00;10.400024;0.22012997703119824;4.588107840195843;12.291027651748722;-0.012379048550995636;0.02223985953765172;62.017048
2020-06-02 12:00:00;10.400024;0.24086800572604633;5.904591058853903;12.767091642435096;-0.013746135264077967;0.02290570138776188;59.528854
2020-06-03 12:00:00;10.400024;0.25863069013379175;5.2779342615482845;12.822944973193463;-0.018349724851098856;-0.012929221562611254;23.886461
2020-06-04 12:00:00;10.400024;0.38494050868121527;5.134494797098853;12.660401350010574;-0.044771958713405925;0.0012691807167270533;49.24358
2020-06-05 12:00:00;11.0;0.6000000238418579;3.79998779296875;12.26957696451798;-0.015257387804567878;-0.023674225275349667;46.258114
2020-06-06 12:00:00;14.5;0.699999988079071;3.3715241533585365;11.986263628075909;-0.015240402710983219;-0.05172476126922051;40.726494
2020-06-07 12:00:00;11.599976;0.800000011920929;3.4774542377620037;11.972301050181251;0.005433502048198192;-0.0661134914635935;20.614769
2020-06-08 12:00:00;10.699951;0.6415783259706133;3.7499500058366633;12.201195272527176;-0.007306239539005634;-0.01632949209129703;40.588238
2020-06-09 12:00:00;10.400024;0.4738598532985062;4.3115301053831985;12.375969569167319;-0.0010247390327234479;0.00510327612542372;26.908243
2020-06-10 12:00:00;10.400024;0.38309680372647376;4.102118079207323;12.473022516781569;-0.013483782973197318;-0.013574341381101246;51.63153
2020-06-11 12:00:00;10.5;0.5;4.423422725360558;12.26536098880231;-0.00797330529739669;-0.08708017625171575;16.779165
2020-06-12 12:00:00;10.5;0.6107994972793384;6.224031462780928;12.204544813395936;-0.019879341574698683;-0.03721938857386147;61.193104
2020-06-13 12:00:00;10.400024;0.5118646237247301;6.4105670879041385;12.416870922722842;-0.0020321940530352665;0.027006670506752487;6.733107
2020-06-14 12:00:00;10.400024;0.33108245665956526;4.6176828056378465;12.897663732654125;0.005538469150884364;0.03135469639859533;59.703068
2020-06-15 12:00:00;10.400024;0.22692411642872093;4.32458849815185;13.38650122552996;-0.0020203154727881927;0.044322247026368146;53.199104
2020-06-16 12:00:00;10.400024;0.14277739801339495;2.916312946609761;13.801017772824544;-0.020340569506797895;0.023201682587530414;29.7561
2020-06-17 12:00:00;10.400024;0.13108244854457518;2.511144506582779;14.048657824634473;-0.011807343464219211;0.00337316598779505;63.013638
2020-06-18 12:00:00;10.400024;0.14277739801339495;3.579940106955281;14.248035670536726;-0.010945172981949705;0.00131698107949339;44.244545
2020-06-19 12:00:00;10.400024;0.14277739801339495;2.5450370519944383;14.305626124205478;0.0016127641692259879;0.012523515683104931;10.359248
2020-06-20 12:00:00;14.400024;0.12715986161321716;0.7788157291190216;13.950281032527887;0.014502883479254257;0.018286364618217258;62.174606
2020-06-21 12:00:00;17.0;0.20000000298023224;0.699981689453125;13.879371398263222;-0.01755141634047197;-0.0028256971058486196;28.039356
2020-06-22 12:00:00;17.900024;0.20000000298023224;0.600006103515625;13.932492554379598;-0.004449509372482405;0.005504455756900743;13.69446
2020-06-23 12:00:00;12.799927;0.20000000298023224;0.5797468963999773;13.967663244632618;-0.008573972089877998;-0.046892730526177234;62.796658
2020-06-24 12:00:00;10.5;0.3473922950380771;2.0436448734577572;14.151786495046366;-0.006619444555771479;-0.0698513253526748;61.066498
2020-06-25 12:00:00;10.400024;0.4433009911525958;3.9847298750513023;14.34209563005567;-0.012546036377137856;-0.047698518524301466;16.337778
2020-06-26 12:00:00;10.400024;0.3824726840233302;3.9952487054376022;14.358781307620568;0.0022532370950495866;-0.01591039749365582;15.224232
2020-06-27 12:00:00;10.900024;0.33183617635951085;2.92917404447565;14.23872247520869;-0.037906506540667156;0.028422589856539036;34.981544
2020-06-28 12:00:00;18.0;0.30000001192092896;0.8813183411994122;13.487843780432316;-0.014554703042664926;0.00995100578602251;35.28328
2020-06-29 12:00:00;16.199951;0.4000000059604645;1.2550971256580397;13.294220183830816;0.0021335583839688834;-0.04565437283467895;47.785408
2020-06-30 12:00:00;10.400024;0.48414671491920735;3.0778451328282377;13.374161672392326;-0.016925068355727792;-0.1001896606280684;41.78828
2020-07-01 12:00:00;10.400024;0.8123002433891809;5.190045435416054;13.393811197459385;-0.04251118358896011;-0.08360708185039768;41.422737
2020-07-02 12:00:00;10.400024;0.6978550254950959;4.817022297294983;13.287675064751818;-0.02042215728314116;-0.028792205357998077;14.49151
2020-07-03 12:00:00;11.5;0.4000000059604645;2.6058712457113415;12.92693090935822;0.005507201354957978;0.04963246246455559;24.116854
2020-07-04 12:00:00;13.199951;0.4000000059604645;2.399993896484375;12.786369470557156;0.0003696638144502825;-0.01676862814663436;54.730003
2020-07-05 12:00:00;16.799927;0.5;3.100006103515625;12.49250893905922;-0.025270816098826688;-0.028558440738090586;59.288948
2020-07-06 12:00:00;12.5;0.5574807113550725;3.7930656649945886;12.475695198047706;-0.02301876527538818;-0.0814431709294625;13.4277115
2020-07-07 12:00:00;10.400024;0.7960113460767861;5.501211516309786;12.733084242195268;-0.038534382838310045;-0.04944814295924836;14.615201
2020-07-08 12:00:00;10.400024;0.8086128544889326;6.325648461686728;12.768976643207964;-0.015782251546157235;-0.022458625891367538;52.836063
2020-07-09 12:00:00;10.400024;0.7118646210165287;6.473975863806909;12.756832211802072;-0.007606663845981862;-0.07044288336343882;42.078968
2020-07-10 12:00:00;10.400024;0.6981563114151508;7.621315050855061;12.40780916699166;-0.02843460631556604;-0.08104766653888314;56.886517
2020-07-11 12:00:00;10.400024;0.5690872322690884;7.973595955600009;12.318545536031895;-0.009723736357946869;-0.026233600083460783;11.428776
2020-07-12 12:00:00;10.400024;0.38414672087967183;7.658921047901697;12.701176537805123;-0.001465528743570331;0.029797221055596464;51.617157
2020-07-13 12:00:00;10.400024;0.3309127942809708;6.1417382722720415;12.69178158342026;0.01031215532306079;0.016216412242812745;19.172216
2020-07-14 12:00:00;10.400024;0.3309127942809708;5.8786113802145055;12.684287697343956;-0.022828041743718604;-0.0381755434605358;45.91094
2020-07-15 12:00:00;11.699951;0.3875275603595179;6.505198385597778;12.116575656699899;-0.017699384678478307;-0.02374908375335228;56.893604
2020-07-16 12:00:00;10.799927;0.36564078037556536;7.183625245674435;12.28898643120218;0.0010292414247326598;-0.01970284324001967;18.249723
2020-07-17 12:00:00;10.400024;0.3158532970017216;6.75203211342004;12.61847511591897;0.02354151097508317;0.025019704551564437;55.650185
2020-07-18 12:00:00;10.400024;0.30000001192092896;5.591193225091146;12.523346111837848;0.03437101560583417;-0.031186528376651503;48.53562
2020-07-19 12:00:00;10.400024;0.20000000298023224;4.823312527959981;12.650525823125154;0.017622182891505758;-0.06961953507846068;56.322735
2020-07-20 12:00:00;10.400024;0.22012997703119824;4.519064136412314;13.020704907769792;0.0035429359997059965;-0.02420072365280668;56.54166
2020-07-21 12:00:00;10.400024;0.20642166232307518;4.197964252881499;13.307264105296401;0.012157632779151214;-0.006237023228973757;54.822746
2020-07-22 12:00:00;10.400024;0.18646135297916724;4.383779588939292;13.637388849117935;0.01191955681896045;0.022085612237979054;50.704906
2020-07-23 12:00:00;10.400024;0.17550887765985143;2.932721097431752;13.963010897871785;0.025706777259758763;-0.015400973925483187;5.1094637
2020-07-24 12:00:00;10.400024;0.15537890360888545;1.9761667436037131;14.464659046198;0.0022939748161737816;-0.01645300214290618;37.17537
2020-07-25 12:00:00;10.400024;0.1690872183170085;1.9187390463631533;14.551365322722674;0.008820313437141639;-0.025661661964293783;38.34878
2020-07-26 12:00:00;10.400024;0.18414671671827776;1.6430472011012947;14.62293948553499;0.013891467896044596;-0.031127746833320074;51.155163
2020-07-27 12:00:00;10.400024;0.20000000298023224;1.5682975962486014;14.573674094070546;-0.014179602137934176;-0.06896552515222569;54.090042
2020-07-28 12:00:00;10.400024;0.14277739801339495;1.9976054678452493;14.410176428498653;-0.007818688104205959;-0.08719856693986;15.263298
2020-07-29 12:00:00;10.400024;0.1892171923679745;3.191249475906881;14.489321638899261;0.0002810212589250235;-0.03727610312130504;20.718657
2020-07-30 12:00:00;11.599976;0.30000001192092896;2.8988226066448988;14.65276794202849;0.02985247338986788;0.009173437609023338;26.917238
2020-07-31 12:00:00;12.799927;0.13475691705217704;1.1395035271779086;14.34984448580743;-0.007612096333655091;-0.05317949083056945;26.79386
2020-08-01 12:00:00;10.5;0.11387619427875402;1.7544912668114443;14.381520901071603;-0.005475292603128165;-0.053263319858205836;50.59821
2020-08-02 12:00:00;10.400024;0.21663724246247446;3.373674647878975;14.549807109189707;0.0018399076232720783;-0.044149911310566926;52.826782
2020-08-03 12:00:00;10.400024;0.22170771511257156;3.9385927447448497;14.62539779392298;-0.003538168937725124;-0.03519105469492858;32.16556
2020-08-04 12:00:00;10.400024;0.2244661245618275;3.429310763004039;14.776429350360084;0.0036620479708388857;0.045302071760453824;33.208637
2020-08-05 12:00:00;11.5;0.17127033876285458;1.3781838792804137;14.714947823262932;0.038144571810190736;-0.03752275669558944;32.408924
2020-08-06 12:00:00;10.400024;0.20000000298023224;1.282294562022902;14.858391393021373;-0.002392300245320248;-0.06282990284139012;53.983326
2020-08-07 12:00:00;10.400024;0.3001696696931596;2.5118417287342387;15.019324012473735;-0.015575661735144977;-0.06292864370158859;53.721443
2020-08-08 12:00:00;10.400024;0.4335154348607411;4.205524998812344;15.163597042471116;-0.015504172814330692;-0.04350930535836882;53.266342
2020-08-09 12:00:00;10.400024;0.48247267571014324;5.320700820633522;15.300215487838411;-0.016220609541782102;-0.01961393941732323;49.8244
2020-08-10 12:00:00;10.400024;0.3846176545558126;4.672300186607541;15.297248814377923;-0.006395810448086406;-0.003346417327064786;52.637474
2020-08-11 12:00:00;10.400024;0.3518861728486418;4.162791955600991;15.38892499048257;-0.0058157440933956145;-0.0002618579876480691;52.291035
2020-08-12 12:00:00;10.400024;0.23767376876916993;3.120721053266055;15.31507676226286;0.0015785711264794575;-0.004242271715967096;15.087684
