"","time","NH4","NO3","N_s","N_f","D","Yield_farm","Yield_per_m","Nf_change","Farm_NO3_demand","Farm_NH4_demand","V_EFF","volscale","Q","B_vol","B_line","g_Q","g_T","g_E","mu_g_EQT","f_NH4","f_NO3"
"82",82,9.46619739871274,225.469837481357,0,0,0,0,0,0,-757295.79189702,757295.79189702,101741616,127.17702,0,0,0,1.25,0.75475375709084,0.616823814427062,0.0698325137102892,165.816624413255,363.442796014394
"83",83,9.15703263448487,217.059679375994,0,0,0,0,0,0,-732562.61075879,732562.61075879,85795116,107.243895,0,0,0,1.25,0.7622046361279,0.410711561354608,0.0469569384263715,165.28344219575,363.319024894241
"84",84,8.15687684324996,188.963152781246,0,0,0,0,0,0,-652550.147459997,652550.147459997,53394168,66.74271,0,0,0,1.25,0.767777019118996,0.642877108966865,0.0740379405573626,163.31195088256,362.826484292984
"85",85,7.41555220543027,166.582423857579,0,0,0,0,0,0,-593244.176434421,593244.176434421,29625600,37.032,0,0,0,1.25,0.779285166798946,0.802334584127503,0.0937871160330546,161.548270528419,362.316667915
"86",86,7.14409818780986,158.412701063953,0,0,0,0,0,0,-571527.855024788,571527.855024788,52262030.4,65.327538,0,0,0,1.25,0.794611919662816,0.805695586716852,0.0960322975237404,160.822144358752,362.095125083803
"87",87,7.04693540184099,166.300019817878,0,0,0,0,0,0,-563754.832147279,563754.832147279,64067604,80.084505,0,0,0,1.25,0.799493882239915,0.786074388284212,0.0942692496628067,160.550332827154,362.309368704807
"88",88,7.01333050376108,184.468631629971,0,0,0,0,0,0,-561066.440300886,561066.440300886,112873776,141.09222,0,0,0,1.25,0.799402104587078,0.809120522309055,0.0970218972597682,160.454789481026,362.733922982525
"89",89,7.00172770019242,199.646063572925,0,0,0,0,0,0,-560138.216015394,560138.216015394,110583276,138.229095,0,0,0,1.25,0.786241024919012,0.701997751361853,0.0827909147282378,160.421614739245,363.029931486522
"90",90,6.99722587068905,217.894734685588,0,0,0,0,0,0,-559778.069655124,559778.069655124,99097376.4,123.8717205,0,0,0,1.25,0.784367433156746,0.741869906016701,0.0872847890877835,160.408717185467,363.331737640822
"91",91,6.99511089483165,234.952603403805,0,0,0,0,0,0,-559608.871586532,559608.871586532,86201859.6,107.7523245,0,0,0,1.25,0.792574960184636,0.732841760613648,0.0871248043860001,160.40265285311,363.571814266655
"92",92,6.99310704936984,242.563599222868,0,0,0,0,0,0,-559448.563949587,559448.563949587,58839960,73.54995,0,0,0,1.25,0.795997253373111,0.792119270704538,0.0945787145737086,160.396904207467,363.668128308286
"93",93,6.47639394547666,235.724121174549,0,0,0,0,0,0,-518111.515638133,518111.515638133,55011585.6,68.764482,0,0,0,1.25,0.804066042535169,0.76026226953497,0.0916951611530684,158.811707711364,363.581858403584
"94",94,5.91731379093041,211.612824310373,0,0,0,0,0,0,-473385.103274433,473385.103274433,65039191.2,81.298989,0,0,0,1.25,0.814185308083476,0.711974551441528,0.0869518829269522,156.829788912129,363.233664290986
"95",95,5.71313744545938,181.711833056932,0,0,0,0,0,0,-457050.99563675,457050.99563675,94090734,117.6134175,0,0,0,1.25,0.811401751757523,0.44644151131892,0.0543365136512171,156.023698334375,362.674907828214
"96",96,6.15194396792268,155.073824088662,0,0,0,0,0,0,-492155.517433814,492155.517433814,46198687.2,57.748359,0,0,0,1.25,0.799126693679503,0.826128428661889,0.0990271919626829,157.699277172434,361.997949026486
"97",97,7.19301934178606,139.360442532843,0,0,0,0,0,0,-575441.547342884,575441.547342884,26952943.2,33.691179,0,0,0,1.25,0.80751861370753,0.825851936171725,0.100033621593761,160.956560414185,361.478982473028
"98",98,7.94495104546402,132.550863105217,0,0,0,0,0,0,-635596.083637122,635596.083637122,41923854,52.4048175,0,0,0,1.25,0.815616687968078,0.829547714284721,0.101488943885459,162.837599773528,361.216435308731
"99",99,7.70917851015499,129.303323962072,0,0,0,0,0,0,-616734.280812399,616734.280812399,52007587.2,65.009484,0,0,0,1.25,0.830421007800089,0.702698968133996,0.0875303977946873,162.282744793948,361.081634154122
"100",100,7.25462976256883,127.591462712023,0,0,0,0,0,0,-580370.381005507,580370.381005507,65883684,82.354605,0,0,0,1.25,0.844454919778517,0.638957322415198,0.0809355981663033,161.12357485759,361.007857683524
"101",101,6.57291025014932,128.136244700331,0,0,0,0,0,0,-525832.820011946,525832.820011946,57548455.2,71.935569,0,0,0,1.25,0.845548817132559,0.834379101250276,0.105826239315345,159.12423441661,361.03154683497
"102",102,6.46681878252244,137.172231564164,0,0,0,0,0,0,-517345.502601796,517345.502601796,49554495.6,61.9431195,0,0,0,1.25,0.876075137011367,0.508015047537143,0.0667589028562408,158.780262116115,361.397416291851
"103",103,6.2834230601787,149.134987733567,0,0,0,0,0,0,-502673.844814296,502673.844814296,69259152,86.57394,0,0,0,1.25,0.884314144845742,0.837090675546251,0.111037668735604,158.162018716764,361.814492168025
"104",104,6.87588274309415,150.090303366459,0,0,0,0,0,0,-550070.619447532,550070.619447532,51412040.4,64.2650505,0,0,0,1.25,0.84158084718503,0.838930182188592,0.105904136018305,160.055519364596,361.844969838524
"105",105,7.82993121260564,143.801040371754,0,0,0,0,0,0,-626394.497008451,626394.497008451,33871321.2,42.3391515,0,0,0,1.25,0.846639919159996,0.840109103406549,0.106690485509055,162.57061968143,361.636981477428
"106",106,8.17931067559098,134.489043997688,0,0,0,0,0,0,-654344.854047279,654344.854047279,39665276.4,49.5815955,0,0,0,1.25,0.857883347913581,0.639375778696711,0.0822764750404781,163.360882262379,361.293830050229
"107",107,7.79421446068077,126.332491026497,0,0,0,0,0,0,-623537.156854462,623537.156854462,44556181.2,55.6952265,0,0,0,1.25,0.86761491079666,0.627145144732309,0.0816180718205221,162.48629416309,360.952343446821
"108",108,7.282963288097,121.046471135268,0,0,0,0,0,0,-582637.06304776,582637.06304776,38392620,47.990775,0,0,0,1.25,0.874369443856269,0.499624526213689,0.0655284628683623,161.199547759662,360.706858745583
"109",109,7.09548468728171,113.356180386939,0,0,0,0,0,0,-567638.774982537,567638.774982537,44786496,55.98312,0,0,0,1.25,0.881972298983165,0.607971234503836,0.0804320681116472,160.686964349231,360.309544483239
"110",110,7.54323642086667,105.651797345035,0,0,0,0,0,0,-603458.913669334,603458.913669334,61179744,76.47468,0,0,0,1.25,0.888570678816699,0.791165983973204,0.105451034315363,161.873862437088,359.854580371601
"111",111,8.07449238101202,104.800370132411,0,0,0,0,0,0,-645959.390480962,645959.390480962,26662567.2,33.328209,0,0,0,1.25,0.905491217759874,0.657507593052846,0.0893051026679677,163.130183048371,359.800273484469
"112",112,7.87678199357465,106.39221210502,0,0,0,0,0,0,-630142.559485972,630142.559485972,15738235.8,19.67279475,0,0,0,1.25,0.912440530229987,0.846503529542058,0.115857619400537,162.680203238887,359.901112951213
"113",113,7.38382477086842,106.203105034942,0,0,0,0,0,0,-590705.981669473,590705.981669473,28717898.4,35.897373,0,0,0,1.25,0.919872540676425,0.771637076567919,0.106471163715399,161.465827947204,359.889288761508
"114",114,7.12819081750746,103.395569393382,0,0,0,0,0,0,-570255.265400597,570255.265400597,27552001.2,34.4400015,0,0,0,1.25,0.933270958106868,0.851702642064918,0.119230401117312,160.778088574752,359.708752424596
"115",115,7.03601924818705,98.820843781821,0,0,0,0,0,0,-562881.539854964,562881.539854964,35642679.6,44.5533495,0,0,0,1.25,0.946914192236627,0.78450591419024,0.111428967606046,160.519384328085,359.393038458195
"116",116,6.48644257635791,94.6287081767398,0,0,0,0,0,0,-518915.406108633,518915.406108633,24824508,31.030635,0,0,0,1.25,0.972750193691542,0.721556182069579,0.105284087380127,158.8446217105,359.077479693453
"117",117,5.91823669175926,90.7978206146353,0,0,0,0,0,0,-473458.935340741,473458.935340741,52910928,66.13866,0,0,0,1.25,0.976354833233102,0.665192742357213,0.097419622354807,156.83332451581,358.764182228173
"118",118,5.71207688229673,89.8207162698769,0,0,0,0,0,0,-456966.150583739,456966.150583739,62845506,78.5568825,0,0,0,1.25,0.965429202088441,0.826963644439056,0.119756227711042,156.019383188203,358.680088439832
"119",119,6.15034096250295,100.87268392666,0,0,0,0,0,0,-492027.277000236,492027.277000236,42493203.6,53.1165045,0,0,0,1.25,0.96865018397492,0.581166247693623,0.0844420189122663,157.693530379215,359.538114116641
"120",120,7.19640851584392,122.637745135777,0,0,0,0,0,0,-575712.681267514,575712.681267514,67301400,84.12675,0,0,0,1.25,0.96915164366996,0.825303926721938,0.119976698566476,160.965813098227,360.782948756539
"121",121,7.94859316085742,131.350693890517,0,0,0,0,0,0,-635887.452868593,635887.452868593,32839424.4,41.0492805,0,0,0,1.25,0.954131480194275,0.842155218991686,0.120529020847481,162.845941624069,361.16738269642
"122",122,8.22646326687723,119.445133880201,0,0,0,0,0,0,-658117.061350179,658117.061350179,75609180,94.511475,0,0,0,1.25,0.945238712167056,0.827276393063275,0.117296050857801,163.462953098743,360.628274596905
"123",123,8.32993109317003,100.969978347469,0,0,0,0,0,0,-666394.487453603,666394.487453603,61938900,77.423625,0,0,0,1.25,0.93135447945327,0.688944481731182,0.0962477293732422,163.683313252527,359.544849753598
"124",124,7.85214457463292,89.8800459453591,0,0,0,0,0,0,-628171.565970634,628171.565970634,55742642.4,69.678303,0,0,0,1.25,0.924772305488294,0.791431932320031,0.109784149903298,162.622721143526,358.68524561068
"125",125,7.82213248429172,93.8948938886426,0,0,0,0,0,0,-625770.598743338,625770.598743338,65130316.8,81.412896,0,0,0,1.25,0.932734392313714,0.610972391411947,0.0854812443336119,162.552265529175,359.019405132753
"126",126,9.21105966020495,101.43615851304,0,0,0,0,0,0,-736884.772816396,736884.772816396,68598270,85.7478375,0,0,0,1.25,0.924521104574303,0.512284504854634,0.071042675442676,165.378944716075,359.576947327942
"127",127,10.9758052249974,111.791892976768,0,0,0,0,0,0,-878064.417999791,878064.417999791,69108768,86.38596,0,0,0,1.25,0.920901762544258,0.852950052048854,0.117822480944101,168.024689790045,360.222153668864
"128",128,12.5055339789128,122.84520299435,0,0,0,0,0,0,-1000442.71831303,1000442.71831303,39214766.4,49.018458,0,0,0,1.25,0.934810249500127,0.863780636763342,0.121120648884918,169.758651012769,360.792725852405
