date;Ammonium;Nitrate;Temperature;northward_Water_current;eastward_Water_current
2020-01-18;0.5;17.29998779296875;8.857999801635742;0.009000000543892384;-0.13199999928474426
2020-01-19;0.5;19.0;8.734000205993652;0.003000000026077032;-0.10300000756978989
2020-01-20;0.6000000238418579;20.600006103515625;8.647000312805176;0.0;-0.04400000348687172
2020-01-21;0.5;18.5;8.949000358581543;0.0;-0.02500000037252903
2020-01-22;0.5;18.0;9.083000183105469;0.0;-0.03200000151991844
2020-01-23;0.5;17.399993896484375;9.145999908447266;-0.0010000000474974513;-0.02200000174343586
2020-01-24;0.5;15.5;9.277999877929688;-0.0010000000474974513;-0.012000000104308128
2020-01-25;0.4000000059604645;14.399993896484375;9.317000389099121;-0.0010000000474974513;0.02200000174343586
2020-01-26;0.4000000059604645;11.699981689453125;9.446000099182129;-0.007000000216066837;0.04500000178813934
2020-01-27;0.4000000059604645;8.899993896484375;9.585000038146973;-0.0020000000949949026;0.012000000104308128
2020-01-28;0.4000000059604645;8.699981689453125;9.52400016784668;-0.0020000000949949026;-0.00800000037997961
2020-01-29;0.4000000059604645;9.100006103515625;9.378000259399414;0.003000000026077032;-0.03700000047683716
2020-01-30;0.4000000059604645;9.899993896484375;9.236000061035156;0.004000000189989805;-0.07600000500679016
2020-01-31;0.4000000059604645;10.0;9.253000259399414;-0.004000000189989805;-0.00800000037997961
2020-02-01;0.4000000059604645;9.399993896484375;9.279999732971191;-0.0020000000949949026;0.0010000000474974513
2020-02-02;0.4000000059604645;9.600006103515625;9.211000442504883;0.0;-0.007000000216066837
2020-02-03;0.4000000059604645;9.600006103515625;9.168000221252441;-0.004000000189989805;-0.012000000104308128
2020-02-04;0.4000000059604645;9.79998779296875;9.10200023651123;0.003000000026077032;-0.04200000315904617
2020-02-05;0.4000000059604645;11.600006103515625;8.925999641418457;0.006000000052154064;-0.06100000441074371
2020-02-06;0.4000000059604645;11.899993896484375;8.902999877929688;0.003000000026077032;-0.046000003814697266
2020-02-07;0.5;11.600006103515625;8.918999671936035;-0.0020000000949949026;-0.018000001087784767
2020-02-08;0.5;10.699981689453125;8.968999862670898;-0.0020000000949949026;0.02500000037252903
2020-02-09;0.5;9.899993896484375;9.064000129699707;-0.0020000000949949026;0.04100000113248825
2020-02-10;0.5;9.600006103515625;9.001999855041504;-0.003000000026077032;0.03700000047683716
2020-02-11;0.5;9.5;8.845999717712402;-0.0020000000949949026;0.018000001087784767
2020-02-12;0.5;9.600006103515625;8.722999572753906;0.0020000000949949026;-0.018000001087784767
2020-02-13;0.5;10.0;8.67300033569336;-0.0010000000474974513;-0.03700000047683716
2020-02-14;0.5;10.5;8.680000305175781;0.0010000000474974513;-0.01900000125169754
2020-02-15;0.5;10.600006103515625;8.692999839782715;0.0010000000474974513;0.005000000353902578
2020-02-16;0.5;10.199981689453125;8.664999961853027;-0.0020000000949949026;0.04400000348687172
2020-02-17;0.5;9.699981689453125;8.604999542236328;-0.003000000026077032;0.024000000208616257
2020-02-18;0.5;9.79998779296875;8.527999877929688;-0.0020000000949949026;-0.007000000216066837
2020-02-19;0.5;10.199981689453125;8.480999946594238;0.0;-0.010000000707805157
2020-02-20;0.5;10.29998779296875;8.47599983215332;-0.005000000353902578;0.0
2020-02-21;0.5;10.0;8.484999656677246;-0.0010000000474974513;0.01100000087171793
2020-02-22;0.5;9.899993896484375;8.500999450683594;-0.0010000000474974513;0.005000000353902578
2020-02-23;0.6000000238418579;10.600006103515625;8.473999977111816;0.005000000353902578;-0.05700000375509262
2020-02-24;0.6000000238418579;11.399993896484375;8.444999694824219;-0.004000000189989805;-0.005000000353902578
2020-02-25;0.6000000238418579;10.699981689453125;8.440999984741211;-0.007000000216066837;0.02200000174343586
2020-02-26;0.6000000238418579;10.29998779296875;8.420999526977539;0.0020000000949949026;-0.05400000140070915
